,driverId,raceId,round,circuitId,year,date,races_name,quali_position,grid,results_position,positionText,positionOrder,results_points,results_laps,statusId,status,fastestLap,rank,race_ms,results_fastestlaptime,fastestLapSpeed,dstnd_points,dstnd_position,wins,dob_formatted,nationality
46030,5,38.0,3.0,3.0,2007.0,2007-04-15,Bahrain Grand Prix,12,12.0,9,9,9.0,0,57.0,1.0,Finished,27,10,5696926,01:35.5,204.065,1,10,0.0,1981,Finnish
46053,5,41.0,6.0,7.0,2007.0,2007-06-10,Canadian Grand Prix,22,22.0,4,4,4.0,5,70.0,1.0,Finished,67,13,6258021,01:18.4,200.331,8,9,0.0,1981,Finnish
46079,4,975.0,7.0,7.0,2017.0,2017-06-11,Canadian Grand Prix,12,12.0,16,16,16.0,0,66.0,131.0,Mechanical,63,4,,01:15.9,206.974,0,19,0.0,1981,Spanish
46106,3,35.0,18.0,18.0,2008.0,2008-11-02,Brazilian Grand Prix,18,18.0,12,12,12.0,0,70.0,11.0,+1 Lap,35,12,,01:14.9,207.014,17,13,0.0,1985,German
46152,4,976.0,8.0,73.0,2017.0,2017-06-25,Azerbaijan Grand Prix,16,19.0,9,9,9.0,2,51.0,1.0,Finished,49,6,7495124,01:45.2,205.488,2,17,0.0,1981,Spanish
46226,4,977.0,9.0,70.0,2017.0,2017-07-09,Austrian Grand Prix,12,12.0,,R,19.0,0,1.0,130.0,Mechanical,,0,,,,2,17,0.0,1981,Spanish
46227,4,978.0,10.0,9.0,2017.0,2017-07-16,British Grand Prix,13,20.0,,R,18.0,0,32.0,131.0,Mechanical,22,18,,01:34.3,224.983,2,17,0.0,1981,Spanish
46270,4,979.0,11.0,11.0,2017.0,2017-07-30,Hungarian Grand Prix,8,7.0,6,6,6.0,8,70.0,1.0,Finished,69,1,6057936,01:20.2,196.697,10,15,0.0,1981,Spanish
46313,4,980.0,12.0,13.0,2017.0,2017-08-27,Belgian Grand Prix,11,10.0,,R,18.0,0,25.0,5.0,Mechanical,12,19,,01:51.7,225.692,10,15,0.0,1981,Spanish
46338,4,981.0,13.0,14.0,2017.0,2017-09-03,Italian Grand Prix,13,19.0,17,17,17.0,0,50.0,6.0,Mechanical,44,13,,01:25.9,242.861,10,15,0.0,1981,Spanish
46388,4,982.0,14.0,15.0,2017.0,2017-09-17,Singapore Grand Prix,8,8.0,,R,17.0,0,8.0,130.0,Mechanical,6,17,,02:13.6,136.503,10,15,0.0,1981,Spanish
46396,4,983.0,15.0,2.0,2017.0,2017-10-01,Malaysian Grand Prix,10,10.0,11,11,11.0,0,55.0,11.0,+1 Lap,11,11,,01:36.5,206.783,10,16,0.0,1981,Spanish
46477,4,1059.0,7.0,34.0,2021.0,2021-06-20,French Grand Prix,9,9.0,8,8,8.0,4,53.0,1.0,Finished,44,7,5323465,01:37.6,215.382,17,11,0.0,1981,Spanish
46505,4,984.0,16.0,22.0,2017.0,2017-10-08,Japanese Grand Prix,10,20.0,11,11,11.0,0,52.0,11.0,+1 Lap,45,12,,01:35.1,219.797,10,16,0.0,1981,Spanish
46557,4,985.0,17.0,69.0,2017.0,2017-10-22,United States Grand Prix,9,8.0,,R,17.0,0,24.0,5.0,Mechanical,21,18,,01:41.5,195.463,10,16,0.0,1981,Spanish
46581,4,986.0,18.0,32.0,2017.0,2017-10-29,Mexican Grand Prix,14,18.0,10,10,10.0,1,70.0,11.0,+1 Lap,50,11,,01:21.0,191.255,11,16,0.0,1981,Spanish
46681,4,987.0,19.0,18.0,2017.0,2017-11-12,Brazilian Grand Prix,7,6.0,8,8,8.0,4,71.0,1.0,Finished,57,10,5555625,01:13.5,211.193,15,15,0.0,1981,Spanish
46697,4,988.0,20.0,24.0,2017.0,2017-11-26,Abu Dhabi Grand Prix,11,11.0,9,9,9.0,2,54.0,11.0,+1 Lap,26,4,,01:43.4,193.41,17,15,0.0,1981,Spanish
46752,4,989.0,1.0,1.0,2018.0,2018-03-25,Australian Grand Prix,11,10.0,5,5,5.0,10,58.0,1.0,Finished,57,7,5401169,01:27.0,219.489,10,5,0.0,1981,Spanish
46843,4,990.0,2.0,3.0,2018.0,2018-04-08,Bahrain Grand Prix,13,13.0,7,7,7.0,6,56.0,11.0,+1 Lap,47,4,,01:34.2,206.898,16,4,0.0,1981,Spanish
46877,3,37.0,2.0,2.0,2007.0,2007-04-08,Malaysian Grand Prix,6,6.0,,R,19.0,0,42.0,9.0,Mechanical,18,6,,01:37.7,204.237,2,8,0.0,1985,German
46890,4,991.0,3.0,17.0,2018.0,2018-04-15,Chinese Grand Prix,13,13.0,7,7,7.0,6,56.0,1.0,Finished,56,7,5767019,01:37.2,201.818,22,6,0.0,1981,Spanish
46954,4,992.0,4.0,73.0,2018.0,2018-04-29,Azerbaijan Grand Prix,13,12.0,7,7,7.0,6,51.0,1.0,Finished,32,12,6235222,01:47.4,201.126,28,6,0.0,1981,Spanish
47037,4,1004.0,16.0,71.0,2018.0,2018-09-30,Russian Grand Prix,17,16.0,14,14,14.0,0,52.0,11.0,+1 Lap,44,15,,01:39.6,211.394,50,9,0.0,1981,Spanish
47111,4,1005.0,17.0,22.0,2018.0,2018-10-07,Japanese Grand Prix,18,18.0,14,14,14.0,0,52.0,11.0,+1 Lap,28,7,,01:33.9,222.53,50,10,0.0,1981,Spanish
47171,4,1007.0,19.0,32.0,2018.0,2018-10-28,Mexican Grand Prix,12,12.0,,R,20.0,0,3.0,5.0,Mechanical,3,20,,01:24.2,184.025,50,10,0.0,1981,Spanish
47227,4,1055.0,4.0,4.0,2021.0,2021-05-09,Spanish Grand Prix,10,10.0,17,17,17.0,0,65.0,11.0,+1 Lap,63,6,,01:21.2,207.311,5,12,0.0,1981,Spanish
47280,4,1056.0,5.0,6.0,2021.0,2021-05-23,Monaco Grand Prix,17,17.0,13,13,13.0,0,77.0,11.0,+1 Lap,70,10,,01:15.0,160.12,5,13,0.0,1981,Spanish
47375,4,1058.0,8.0,70.0,2021.0,2021-06-27,Styrian Grand Prix,9,8.0,9,9,9.0,2,70.0,11.0,+1 Lap,61,13,,01:09.7,222.867,19,11,0.0,1981,Spanish
47435,3,43.0,8.0,8.0,2007.0,2007-07-01,French Grand Prix,9,9.0,9,9,9.0,0,70.0,1.0,Finished,69,9,5522705,01:17.0,206.199,5,11,0.0,1985,German
47517,4,1061.0,10.0,9.0,2021.0,2021-07-18,British Grand Prix,11,7.0,7,7,7.0,6,52.0,1.0,Finished,48,10,7175377,01:31.7,231.276,26,11,0.0,1981,Spanish
47582,4,1062.0,11.0,11.0,2021.0,2021-08-01,Hungarian Grand Prix,9,9.0,4,4,4.0,12,70.0,1.0,Finished,41,3,7498850,01:20.4,196.264,38,11,0.0,1981,Spanish
47608,4,1064.0,13.0,39.0,2021.0,2021-09-05,Dutch Grand Prix,9,9.0,6,6,6.0,8,71.0,11.0,+1 Lap,60,7,,01:14.3,206.294,46,10,0.0,1981,Spanish
47679,4,1065.0,14.0,14.0,2021.0,2021-09-12,Italian Grand Prix,13,10.0,8,8,8.0,4,53.0,1.0,Finished,52,7,4931566,01:25.5,243.995,50,10,0.0,1981,Spanish
47709,4,1067.0,16.0,5.0,2021.0,2021-10-10,Turkish Grand Prix,6,5.0,16,16,16.0,0,57.0,11.0,+1 Lap,55,14,,01:33.3,206.073,58,10,0.0,1981,Spanish
47732,4,1069.0,17.0,69.0,2021.0,2021-10-24,United States Grand Prix,14,19.0,,R,18.0,0,49.0,65.0,Mechanical,46,5,,01:40.1,198.335,58,10,0.0,1981,Spanish
47792,4,1071.0,19.0,18.0,2021.0,2021-11-14,São Paulo Grand Prix,10,12.0,9,9,9.0,2,70.0,11.0,+1 Lap,37,12,,01:13.9,209.848,62,10,0.0,1981,Spanish
47857,4,1074.0,1.0,3.0,2022.0,2022-03-20,Bahrain Grand Prix,8,8.0,9,9,9.0,2,57.0,1.0,Finished,44,10,5875974,01:36.7,201.412,2,9,0.0,1981,Spanish
47902,4,1075.0,2.0,77.0,2022.0,2022-03-27,Saudi Arabian Grand Prix,7,7.0,,R,16.0,0,35.0,103.0,Mechanical,33,12,,01:33.8,236.876,2,13,0.0,1981,Spanish
47937,4,1077.0,4.0,21.0,2022.0,2022-04-24,Emilia Romagna Grand Prix,5,9.0,,R,19.0,0,6.0,130.0,Mechanical,5,19,,01:39.7,177.282,2,15,0.0,1981,Spanish
47986,5,12.0,12.0,13.0,2009.0,2009-08-30,Belgian Grand Prix,15,15.0,6,6,6.0,3,44.0,1.0,Finished,24,13,5063758,01:48.3,232.716,17,10,0.0,1981,Finnish
48063,5,337.0,1.0,3.0,2010.0,2010-03-14,Bahrain Grand Prix,21,21.0,15,15,15.0,0,47.0,12.0,>+1 Laps,47,17,,02:02.7,184.81,0,15,0.0,1981,Finnish
48091,5,42.0,7.0,19.0,2007.0,2007-06-17,United States Grand Prix,6,6.0,5,5,5.0,4,73.0,1.0,Finished,67,7,5511365,01:14.0,203.94,12,8,0.0,1981,Finnish
48161,4,1072.0,21.0,77.0,2021.0,2021-12-05,Saudi Arabian Grand Prix,13,13.0,13,13,13.0,0,49.0,11.0,+1 Lap,46,5,,01:31.6,242.558,77,10,0.0,1981,Spanish
48177,4,1073.0,22.0,24.0,2021.0,2021-12-12,Abu Dhabi Grand Prix,11,11.0,8,8,8.0,4,58.0,1.0,Finished,58,8,5479053,01:27.6,217.01,81,10,0.0,1981,Spanish
48194,5,43.0,8.0,8.0,2007.0,2007-07-01,French Grand Prix,6,6.0,15,15,15.0,0,69.0,11.0,+1 Lap,69,11,,01:17.2,205.678,12,8,0.0,1981,Finnish
48244,5,49.0,14.0,13.0,2007.0,2007-09-16,Belgian Grand Prix,9,9.0,8,8,8.0,1,44.0,1.0,Finished,21,8,4924172,01:49.6,230.058,22,7,0.0,1981,Finnish
48262,5,50.0,15.0,16.0,2007.0,2007-09-30,Japanese Grand Prix,11,11.0,2,2,2.0,8,67.0,1.0,Finished,34,9,7242956,01:29.7,183.222,30,7,0.0,1981,Finnish
48329,5,51.0,16.0,17.0,2007.0,2007-10-07,Chinese Grand Prix,13,13.0,9,9,9.0,0,56.0,1.0,Finished,52,8,5959581,01:39.3,197.557,30,7,0.0,1981,Finnish
48342,5,52.0,17.0,18.0,2007.0,2007-10-21,Brazilian Grand Prix,17,17.0,,R,17.0,0,35.0,3.0,Accident,31,18,,01:14.9,207.133,30,7,0.0,1981,Finnish
48371,5,338.0,2.0,1.0,2010.0,2010-03-28,Australian Grand Prix,19,19.0,13,13,13.0,0,56.0,12.0,>+1 Laps,52,14,,01:33.6,203.878,0,15,0.0,1981,Finnish
48389,5,339.0,3.0,2.0,2010.0,2010-04-04,Malaysian Grand Prix,15,15.0,,N,18.0,0,46.0,88.0,>+1 Laps,44,17,,01:42.7,194.299,0,17,0.0,1981,Finnish
48424,5,340.0,4.0,17.0,2010.0,2010-04-18,Chinese Grand Prix,21,21.0,14,14,14.0,0,55.0,11.0,+1 Lap,14,15,,01:47.1,183.156,0,18,0.0,1981,Finnish
48517,5,44.0,9.0,9.0,2007.0,2007-07-08,British Grand Prix,7,7.0,7,7,7.0,2,58.0,11.0,+1 Lap,11,9,,01:22.6,224.193,14,8,0.0,1981,Finnish
48529,5,45.0,10.0,20.0,2007.0,2007-07-22,European Grand Prix,7,7.0,8,8,8.0,1,59.0,11.0,+1 Lap,48,11,,01:34.6,195.9,15,8,0.0,1981,Finnish
48588,5,48.0,13.0,14.0,2007.0,2007-09-09,Italian Grand Prix,7,7.0,7,7,7.0,2,53.0,1.0,Finished,53,7,4784557,01:24.2,247.605,21,7,0.0,1981,Finnish
48763,5,342.0,6.0,6.0,2010.0,2010-05-16,Monaco Grand Prix,18,18.0,,R,16.0,0,58.0,38.0,Mechanical,57,14,,01:18.4,153.365,0,19,0.0,1981,Finnish
48813,5,343.0,7.0,5.0,2010.0,2010-05-30,Turkish Grand Prix,20,20.0,,R,23.0,0,33.0,9.0,Mechanical,26,22,,01:34.4,203.647,0,19,0.0,1981,Finnish
48846,5,344.0,8.0,7.0,2010.0,2010-06-13,Canadian Grand Prix,19,19.0,16,16,16.0,0,68.0,12.0,>+1 Laps,65,18,,01:20.7,194.653,0,19,0.0,1981,Finnish
48914,5,345.0,9.0,12.0,2010.0,2010-06-27,European Grand Prix,20,20.0,,R,23.0,0,8.0,4.0,Accident,8,24,,01:46.1,183.816,0,19,0.0,1981,Finnish
48922,5,346.0,10.0,9.0,2010.0,2010-07-11,British Grand Prix,19,18.0,17,17,17.0,0,51.0,11.0,+1 Lap,48,18,,01:36.3,220.336,0,19,0.0,1981,Finnish
48928,5,349.0,13.0,13.0,2010.0,2010-08-29,Belgian Grand Prix,16,13.0,16,16,16.0,0,43.0,11.0,+1 Lap,23,22,,01:55.8,217.746,0,19,0.0,1981,Finnish
48970,5,350.0,14.0,14.0,2010.0,2010-09-12,Italian Grand Prix,19,18.0,18,18,18.0,0,51.0,12.0,>+1 Laps,50,18,,01:27.8,237.466,0,19,0.0,1981,Finnish
49054,5,877.0,18.0,24.0,2012.0,2012-11-04,Abu Dhabi Grand Prix,19,18.0,13,13,13.0,0,55.0,1.0,Finished,51,15,6406431,01:47.1,186.662,0,20,0.0,1981,Finnish
49064,5,878.0,19.0,69.0,2012.0,2012-11-18,United States Grand Prix,22,22.0,18,18,18.0,0,55.0,11.0,+1 Lap,50,19,,01:43.1,192.552,0,20,0.0,1981,Finnish
49113,5,351.0,15.0,15.0,2010.0,2010-09-26,Singapore Grand Prix,19,19.0,16,16,16.0,0,58.0,5.0,Mechanical,53,18,,01:53.1,161.544,0,19,0.0,1981,Finnish
49148,5,352.0,16.0,22.0,2010.0,2010-10-10,Japanese Grand Prix,20,20.0,12,12,12.0,0,52.0,11.0,+1 Lap,51,14,,01:37.6,214.148,0,20,0.0,1981,Finnish
49173,5,347.0,11.0,10.0,2010.0,2010-07-25,German Grand Prix,19,18.0,,R,20.0,0,56.0,4.0,Accident,51,19,,01:20.7,204.135,0,19,0.0,1981,Finnish
49229,5,348.0,12.0,11.0,2010.0,2010-08-01,Hungarian Grand Prix,20,19.0,14,14,14.0,0,67.0,13.0,>+1 Laps,64,18,,01:27.5,180.335,0,19,0.0,1981,Finnish
49308,5,355.0,19.0,24.0,2010.0,2010-11-14,Abu Dhabi Grand Prix,20,20.0,17,17,17.0,0,54.0,11.0,+1 Lap,52,17,,01:45.4,189.739,0,20,0.0,1981,Finnish
49362,5,876.0,17.0,68.0,2012.0,2012-10-28,Indian Grand Prix,20,20.0,18,18,18.0,0,59.0,11.0,+1 Lap,57,18,,01:30.8,203.225,0,20,0.0,1981,Finnish
49506,5,353.0,17.0,35.0,2010.0,2010-10-24,Korean Grand Prix,21,21.0,13,13,13.0,0,54.0,11.0,+1 Lap,43,16,,01:55.0,175.746,0,20,0.0,1981,Finnish
49526,5,354.0,18.0,18.0,2010.0,2010-11-07,Brazilian Grand Prix,21,20.0,18,18,18.0,0,69.0,12.0,>+1 Laps,69,20,,01:17.2,201.039,0,20,0.0,1981,Finnish
49554,5,866.0,7.0,7.0,2012.0,2012-06-10,Canadian Grand Prix,18,17.0,18,18,18.0,0,69.0,11.0,+1 Lap,62,19,,01:18.1,200.947,0,19,0.0,1981,Finnish
49664,5,847.0,7.0,7.0,2011.0,2011-06-12,Canadian Grand Prix,20,19.0,,R,23.0,0,28.0,7.0,Mechanical,16,24,,01:38.5,159.451,0,22,0.0,1981,Finnish
49741,5,867.0,8.0,12.0,2012.0,2012-06-24,European Grand Prix,16,16.0,14,14,14.0,0,57.0,1.0,Finished,40,19,6351303,01:45.3,185.275,0,19,0.0,1981,Finnish
49788,5,899.0,19.0,18.0,2013.0,2013-11-24,Brazilian Grand Prix,11,11.0,14,14,14.0,0,70.0,11.0,+1 Lap,70,16,,01:17.2,200.81,0,22,0.0,1981,Finnish
49804,6,11.0,11.0,12.0,2009.0,2009-08-23,European Grand Prix,17,17.0,18,18,18.0,0,54.0,13.0,>+1 Laps,53,14,,01:39.7,195.578,0,19,0.0,1985,Japanese
49835,6,17.0,17.0,24.0,2009.0,2009-11-01,Abu Dhabi Grand Prix,14,13.0,13,13,13.0,0,55.0,1.0,Finished,54,9,5703253,01:40.8,198.447,0,20,0.0,1985,Japanese
49875,8,11.0,11.0,12.0,2009.0,2009-08-23,European Grand Prix,6,6.0,3,3,3.0,6,57.0,1.0,Finished,39,5,5767283,01:39.2,196.643,24,7,0.0,1979,Finnish
49883,8,13.0,13.0,14.0,2009.0,2009-09-13,Italian Grand Prix,3,3.0,3,3,3.0,6,53.0,1.0,Finished,36,2,4612370,01:24.8,246.042,40,5,1.0,1979,Finnish
49887,8,15.0,15.0,22.0,2009.0,2009-10-04,Japanese Grand Prix,8,5.0,4,4,4.0,5,53.0,1.0,Finished,33,3,5308383,01:33.0,224.789,45,5,1.0,1979,Finnish
49931,8,71.0,1.0,1.0,2005.0,2005-03-06,Australian Grand Prix,10,10.0,8,8,8.0,1,57.0,1.0,Finished,55,4,5096969,01:26.3,221.329,1,8,0.0,1979,Finnish
49958,8,72.0,2.0,2.0,2005.0,2005-03-20,Malaysian Grand Prix,6,6.0,9,9,9.0,0,56.0,1.0,Finished,23,1,5575316,01:35.5,208.987,1,12,0.0,1979,Finnish
49979,8,74.0,4.0,21.0,2005.0,2005-04-24,San Marino Grand Prix,1,1.0,,R,16.0,0,9.0,30.0,Mechanical,8,5,,01:23.3,213.201,7,11,0.0,1979,Finnish
49983,8,75.0,5.0,4.0,2005.0,2005-05-08,Spanish Grand Prix,1,1.0,1,1,1.0,10,66.0,1.0,Finished,41,4,5236830,01:16.0,219.24,17,3,1.0,1979,Finnish
50028,8,76.0,6.0,6.0,2005.0,2005-05-22,Monaco Grand Prix,1,1.0,1,1,1.0,10,78.0,1.0,Finished,41,2,6315556,01:15.9,158.375,27,2,2.0,1979,Finnish
50125,5,898.0,18.0,69.0,2013.0,2013-11-17,United States Grand Prix,8,8.0,15,15,15.0,0,56.0,1.0,Finished,52,7,6052211,01:41.0,196.448,0,23,0.0,1981,Finnish
50194,6,13.0,13.0,14.0,2009.0,2009-09-13,Italian Grand Prix,17,17.0,10,10,10.0,0,53.0,1.0,Finished,51,16,4743869,01:26.0,242.565,0,19,0.0,1985,Japanese
50277,8,17.0,17.0,24.0,2009.0,2009-11-01,Abu Dhabi Grand Prix,11,11.0,12,12,12.0,0,55.0,1.0,Finished,54,12,5697731,01:40.8,198.272,48,6,1.0,1979,Finnish
50352,8,73.0,3.0,3.0,2005.0,2005-04-03,Bahrain Grand Prix,9,9.0,3,3,3.0,6,57.0,1.0,Finished,41,3,5390594,01:31.8,212.184,7,8,0.0,1979,Finnish
50495,8,77.0,7.0,20.0,2005.0,2005-05-29,European Grand Prix,2,2.0,11,11,11.0,0,58.0,3.0,Accident,9,2,,01:30.9,203.791,27,2,2.0,1979,Finnish
50561,8,80.0,10.0,8.0,2005.0,2005-07-03,French Grand Prix,3,13.0,2,2,2.0,8,70.0,1.0,Finished,25,1,5494032,01:16.4,207.785,45,2,3.0,1979,Finnish
50581,8,78.0,8.0,7.0,2005.0,2005-06-12,Canadian Grand Prix,7,7.0,1,1,1.0,10,70.0,1.0,Finished,23,1,5529290,01:14.4,211.061,37,2,3.0,1979,Finnish
50631,8,81.0,11.0,9.0,2005.0,2005-07-10,British Grand Prix,2,12.0,3,3,3.0,6,60.0,1.0,Finished,60,1,5083988,01:20.5,229.902,51,2,3.0,1979,Finnish
50703,8,101.0,12.0,10.0,2004.0,2004-07-25,German Grand Prix,4,3.0,,R,20.0,0,13.0,65.0,Mechanical,10,1,,01:13.8,223.182,18,8,0.0,1979,Finnish
50716,8,102.0,13.0,11.0,2004.0,2004-08-15,Hungarian Grand Prix,10,10.0,,R,20.0,0,13.0,10.0,Mechanical,6,14,,01:21.7,193.094,18,8,0.0,1979,Finnish
50729,8,103.0,14.0,13.0,2004.0,2004-08-29,Belgian Grand Prix,10,10.0,1,1,1.0,10,44.0,1.0,Finished,42,1,5555274,01:45.1,238.931,28,7,1.0,1979,Finnish
50773,8,104.0,15.0,14.0,2004.0,2004-09-12,Italian Grand Prix,7,7.0,,R,19.0,0,13.0,5.0,Mechanical,11,13,,01:23.4,250.162,28,7,1.0,1979,Finnish
50786,8,105.0,16.0,17.0,2004.0,2004-09-26,Chinese Grand Prix,2,2.0,3,3,3.0,6,56.0,1.0,Finished,53,3,5353889,01:32.9,211.288,34,7,1.0,1979,Finnish
50854,8,106.0,17.0,22.0,2004.0,2004-10-10,Japanese Grand Prix,12,12.0,6,6,6.0,3,53.0,1.0,Finished,35,10,5106347,01:33.9,222.585,37,7,1.0,1979,Finnish
50868,8,107.0,18.0,18.0,2004.0,2004-10-24,Brazilian Grand Prix,3,3.0,2,2,2.0,8,71.0,1.0,Finished,52,2,5282473,01:11.6,216.768,45,7,1.0,1979,Finnish
50959,8,108.0,1.0,1.0,2003.0,2003-03-09,Australian Grand Prix,15,15.0,3,3,3.0,6,58.0,1.0,Finished,,,5691292,,,6,3,0.0,1979,Finnish
51031,8,109.0,2.0,2.0,2003.0,2003-03-23,Malaysian Grand Prix,7,7.0,1,1,1.0,10,56.0,1.0,Finished,,,5542195,,,16,1,1.0,1979,Finnish
51055,8,111.0,4.0,21.0,2003.0,2003-04-20,San Marino Grand Prix,6,6.0,2,2,2.0,8,62.0,1.0,Finished,,,5293940,,,32,1,1.0,1979,Finnish
51126,8,113.0,6.0,70.0,2003.0,2003-05-18,Austrian Grand Prix,2,2.0,2,2,2.0,8,69.0,1.0,Finished,,,5048250,,,40,1,1.0,1979,Finnish
51213,8,117.0,10.0,8.0,2003.0,2003-07-06,French Grand Prix,4,4.0,4,4,4.0,5,70.0,1.0,Finished,,,5487260,,,56,2,1.0,1979,Finnish
51263,8,118.0,11.0,9.0,2003.0,2003-07-20,British Grand Prix,3,3.0,3,3,3.0,6,60.0,1.0,Finished,,,5328210,,,62,2,1.0,1979,Finnish
51317,8,120.0,13.0,11.0,2003.0,2003-08-24,Hungarian Grand Prix,7,7.0,2,2,2.0,8,70.0,1.0,Finished,,,5958228,,,70,3,1.0,1979,Finnish
51341,8,122.0,15.0,19.0,2003.0,2003-09-28,United States Grand Prix,1,1.0,2,2,2.0,8,73.0,1.0,Finished,,,5634255,,,83,2,1.0,1979,Finnish
51395,8,123.0,16.0,22.0,2003.0,2003-10-12,Japanese Grand Prix,8,8.0,2,2,2.0,8,53.0,1.0,Finished,,,5122828,,,91,2,1.0,1979,Finnish
51462,8,125.0,2.0,2.0,2002.0,2002-03-17,Malaysian Grand Prix,5,5.0,,R,18.0,0,24.0,5.0,Mechanical,,,,,,4,4,0.0,1979,Finnish
51477,8,140.0,17.0,22.0,2002.0,2002-10-13,Japanese Grand Prix,4,4.0,3,3,3.0,4,53.0,1.0,Finished,,,5242990,,,24,6,0.0,1979,Finnish
51495,8,879.0,20.0,18.0,2012.0,2012-11-25,Brazilian Grand Prix,9,8.0,10,10,10.0,1,70.0,11.0,+1 Lap,34,13,,01:19.4,195.262,207,3,1.0,1979,Finnish
51586,8,880.0,1.0,1.0,2013.0,2013-03-17,Australian Grand Prix,7,7.0,1,1,1.0,25,58.0,1.0,Finished,56,1,5403225,01:29.3,213.845,25,1,1.0,1979,Finnish
51636,5,868.0,9.0,9.0,2012.0,2012-07-08,British Grand Prix,20,19.0,17,17,17.0,0,51.0,11.0,+1 Lap,37,19,,01:38.1,216.293,0,19,0.0,1981,Finnish
51640,5,870.0,11.0,11.0,2012.0,2012-07-29,Hungarian Grand Prix,19,19.0,17,17,17.0,0,68.0,11.0,+1 Lap,62,18,,01:26.6,182.13,0,19,0.0,1981,Finnish
51649,5,871.0,12.0,13.0,2012.0,2012-09-02,Belgian Grand Prix,19,18.0,17,17,17.0,0,43.0,11.0,+1 Lap,33,14,,01:56.5,216.479,0,20,0.0,1981,Finnish
51685,5,873.0,14.0,15.0,2012.0,2012-09-23,Singapore Grand Prix,20,19.0,15,15,15.0,0,59.0,1.0,Finished,48,18,7334111,01:55.2,158.485,0,20,0.0,1981,Finnish
51736,5,874.0,15.0,22.0,2012.0,2012-10-07,Japanese Grand Prix,19,17.0,15,15,15.0,0,52.0,11.0,+1 Lap,52,15,,01:38.0,213.224,0,20,0.0,1981,Finnish
51781,6,12.0,12.0,13.0,2009.0,2009-08-30,Belgian Grand Prix,18,18.0,13,13,13.0,0,44.0,1.0,Finished,42,11,5085236,01:48.2,233.024,0,19,0.0,1985,Japanese
51828,6,14.0,14.0,15.0,2009.0,2009-09-27,Singapore Grand Prix,11,10.0,9,9,9.0,0,61.0,1.0,Finished,45,13,7022391,01:49.4,166.98,0,19,0.0,1985,Japanese
51859,6,15.0,15.0,22.0,2009.0,2009-10-04,Japanese Grand Prix,17,15.0,15,15,15.0,0,53.0,1.0,Finished,26,18,5318416,01:34.8,220.558,0,19,0.0,1985,Japanese
51875,6,16.0,16.0,18.0,2009.0,2009-10-18,Brazilian Grand Prix,9,9.0,,R,15.0,0,30.0,3.0,Accident,21,17,,01:15.1,206.63,0,19,0.0,1985,Japanese
51899,6,18.0,1.0,1.0,2008.0,2008-03-16,Australian Grand Prix,14,13.0,6,6,6.0,3,57.0,11.0,+1 Lap,50,14,,01:29.6,212.974,3,6,0.0,1985,Japanese
51923,6,19.0,2.0,2.0,2008.0,2008-03-23,Malaysian Grand Prix,18,22.0,17,17,17.0,0,54.0,12.0,>+1 Laps,19,17,,01:37.7,204.222,3,9,0.0,1985,Japanese
51961,8,883.0,4.0,3.0,2013.0,2013-04-21,Bahrain Grand Prix,9,8.0,2,2,2.0,18,57.0,1.0,Finished,57,8,5769609,01:38.2,198.476,67,2,1.0,1979,Finnish
51970,8,884.0,5.0,4.0,2013.0,2013-05-12,Spanish Grand Prix,4,4.0,2,2,2.0,18,66.0,1.0,Finished,47,6,5965934,01:26.8,193.16,85,2,1.0,1979,Finnish
52024,8,885.0,6.0,6.0,2013.0,2013-05-26,Monaco Grand Prix,5,5.0,10,10,10.0,1,78.0,1.0,Finished,78,2,8308638,01:17.4,155.364,86,2,1.0,1979,Finnish
52102,8,886.0,7.0,7.0,2013.0,2013-06-09,Canadian Grand Prix,9,10.0,9,9,9.0,2,69.0,11.0,+1 Lap,61,11,,01:17.8,201.882,88,3,1.0,1979,Finnish
52160,8,887.0,8.0,9.0,2013.0,2013-06-30,British Grand Prix,9,8.0,5,5,5.0,10,52.0,1.0,Finished,49,8,5590713,01:35.4,222.339,98,3,1.0,1979,Finnish
52212,8,888.0,9.0,20.0,2013.0,2013-07-07,German Grand Prix,4,4.0,2,2,2.0,18,60.0,1.0,Finished,57,2,6075719,01:33.8,197.647,116,3,1.0,1979,Finnish
52272,8,890.0,10.0,11.0,2013.0,2013-07-28,Hungarian Grand Prix,6,6.0,2,2,2.0,18,70.0,1.0,Finished,61,6,6160383,01:25.3,184.982,134,2,1.0,1979,Finnish
52309,8,891.0,11.0,13.0,2013.0,2013-08-25,Belgian Grand Prix,8,8.0,,R,21.0,0,25.0,23.0,Mechanical,20,17,,01:53.7,221.785,134,4,1.0,1979,Finnish
52331,8,892.0,12.0,14.0,2013.0,2013-09-08,Italian Grand Prix,11,11.0,11,11,11.0,0,53.0,1.0,Finished,45,6,4752047,01:26.9,239.853,134,4,1.0,1979,Finnish
52338,8,893.0,13.0,15.0,2013.0,2013-09-22,Singapore Grand Prix,13,13.0,3,3,3.0,15,61.0,1.0,Finished,55,13,7197052,01:51.1,164.063,149,4,1.0,1979,Finnish
52399,8,894.0,14.0,35.0,2013.0,2013-10-06,Korean Grand Prix,10,9.0,2,2,2.0,18,55.0,1.0,Finished,51,3,6197925,01:42.0,198.225,167,3,1.0,1979,Finnish
